Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2447&page=2&site=profile&type=DESC,http://www.makemyyard.com/ray-ban-justin-gray-sunglassesfactory_en,ray ban justin gray,2752,11,false,false,false,true,false,false,false,false,2024-03-16,2024-04-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&page=1&site=profile&type=DESC,http://www.makemyyard.com/pandora-rings-crown-pandorasale_en,pandora rings crown,3201,12,false,false,false,true,false,false,false,false,2024-03-28,2024-05-07,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&page=1&site=profile&type=DESC,http://www.makemyyard.com/top-5-pandora-charms-pandorasale_en,top 5 pandora charms,3201,12,false,false,false,true,false,false,false,false,2024-03-28,2024-05-07,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&page=1&site=profile&type=DESC,http://www.makemyyard.com/cheap-pandora-rings-a-pandorasale_en,cheap pandora rings a,3201,12,false,false,false,true,false,false,false,false,2024-03-28,2024-05-07,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&page=1&site=profile&type=DESC,http://www.makemyyard.com/pandora-rings-25-pandorasale_en,pandora rings 25,3201,12,false,false,false,true,false,false,false,false,2024-03-28,2024-05-07,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&page=1&site=profile&type=DESC,http://www.makemyyard.com/pandora-charms-sister-pandorasale_en,pandora charms sister,3201,12,false,false,false,true,false,false,false,false,2024-03-28,2024-05-07,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&site=profile,http://www.makemyyard.com/pandora-rings-crown-pandorasale_en,pandora rings crown,3201,12,false,false,false,true,false,false,false,false,2024-02-26,2024-03-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&site=profile,http://www.makemyyard.com/top-5-pandora-charms-pandorasale_en,top 5 pandora charms,3201,12,false,false,false,true,false,false,false,false,2024-02-26,2024-03-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&site=profile,http://www.makemyyard.com/cheap-pandora-rings-a-pandorasale_en,cheap pandora rings a,3201,12,false,false,false,true,false,false,false,false,2024-02-26,2024-03-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&site=profile,http://www.makemyyard.com/pandora-rings-25-pandorasale_en,pandora rings 25,3201,12,false,false,false,true,false,false,false,false,2024-02-26,2024-03-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2913&site=profile,http://www.makemyyard.com/pandora-charms-sister-pandorasale_en,pandora charms sister,3201,12,false,false,false,true,false,false,false,false,2023-11-17,2024-03-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&page=1&site=profile&type=ASC,http://www.makemyyard.com/pandora-charms-sisters-pandoraonline_en,pandora charms sisters,3589,12,false,false,false,true,false,false,false,false,2023-08-01,2024-05-09,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&page=1&site=profile&type=ASC,http://www.makemyyard.com/pandora-windmill-charm-pandoraonline_en,pandora windmill charm,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-05-09,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&page=1&site=profile&type=ASC,http://www.makemyyard.com/pandora-rings-size-v-pandoraonline_en,pandora rings size v,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-05-09,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&page=1&site=profile&type=ASC,http://www.makemyyard.com/pandora-santa-charm-pandorafactory_en,pandora santa charm,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-05-09,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&page=1&site=profile&type=ASC,http://www.makemyyard.com/ebay-pandora-charms-pandorafactory_en,ebay pandora charms,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-05-09,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&site=profile,http://www.makemyyard.com/pandora-charms-sisters-pandoraonline_en,pandora charms sisters,3589,12,false,false,false,true,false,false,false,false,2023-10-09,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&site=profile,http://www.makemyyard.com/pandora-windmill-charm-pandoraonline_en,pandora windmill charm,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&site=profile,http://www.makemyyard.com/pandora-rings-size-v-pandoraonline_en,pandora rings size v,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&site=profile,http://www.makemyyard.com/pandora-santa-charm-pandorafactory_en,pandora santa charm,3589,12,false,false,false,true,false,false,false,false,2024-03-02,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3259&site=profile,http://www.makemyyard.com/ebay-pandora-charms-pandorafactory_en,ebay pandora charms,3589,12,false,false,false,true,false,false,false,false,2023-10-09,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3486&site=profile,http://www.makemyyard.com/full-blu-zx-flux-sneakerclearance_it,full blu zx flux,3716,13,false,false,false,true,false,false,false,false,2024-03-19,2024-05-02,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3486&site=profile,http://www.makemyyard.com/zx-700-rosso-blu-sneakerclearance_it,zx 700 rosso blu,3716,13,false,false,false,true,false,false,false,false,2024-03-19,2024-05-02,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3486&site=profile,http://www.makemyyard.com/nike-kd-7-ice-blau-sneakerclearance_de,nike kd 7 ice blau,3716,13,false,false,false,true,false,false,false,false,2024-03-19,2024-05-02,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3486&site=profile,http://www.makemyyard.com/kobe-6-verde-egg-sneakerclearance_it,kobe 6 verde egg,3716,13,false,false,false,true,false,false,false,false,2024-03-19,2024-05-02,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=3486&site=profile,http://www.makemyyard.com/kobe-12-oro-coins-sneakerclearance_it,kobe 12 oro coins,3716,13,false,false,false,true,false,false,false,false,2023-12-03,2024-05-02,false,false
0,Domino88 | poker,http://infodomino88.com/panduan-umum/poker/comment-page-349/,https://www.makemyyard.com/,ดูหนังออนไลน์ฟรี,60,25,true,false,true,true,false,false,false,false,2023-12-17,2024-08-24,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=30&mod=gallery&where=73,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",2663,23,false,false,false,true,false,false,false,false,2024-03-13,2024-08-25,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=31&mod=gallery&where=155,http://www.makemyyard.com/,http://www.makemyyard.com/,2707,26,false,false,false,true,false,false,false,false,2024-07-04,2024-07-04,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=31&mod=gallery&where=155,http://www.makemyyard.com/,makemyyard,2707,26,false,false,false,true,false,false,false,false,2024-07-04,2024-07-04,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=32&mod=gallery&where=109,http://www.makemyyard.com/,http://www.makemyyard.com/,1003,24,false,false,false,true,false,false,false,false,2024-04-07,2024-08-20,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=32&mod=gallery&where=109,http://www.makemyyard.com/,makemyyard,1003,24,false,false,false,true,false,false,false,false,2024-04-07,2024-08-20,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=36&mod=gallery&where=205,http://www.makemyyard.com/,http://www.makemyyard.com/,1424,23,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=36&mod=gallery&where=205,http://www.makemyyard.com/,makemyyard,1424,23,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=36&mod=gallery&where=207,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",1076,22,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=38&mod=gallery&where=175,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",3229,25,false,false,false,true,false,false,false,false,2024-02-08,2024-06-21,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=40&mod=gallery&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-03-24,2024-07-30,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=44&mod=gallery&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-04-26,2024-08-11,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=45&mod=gallery&where=555,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",680,19,false,false,false,true,false,false,false,false,2024-05-24,2024-06-16,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=45&mod=gallery&where=608,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",3737,25,false,false,false,true,false,false,false,false,2024-07-09,2024-09-02,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=45&mod=gallery&where=608,http://www.makemyyard.com/,makemyyard,3737,25,false,false,false,true,false,false,false,false,2024-07-09,2024-09-02,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=45&mod=gallery&where=608,http://www.makemyyard.com/,http://www.makemyyard.com/,3737,25,false,false,false,true,false,false,false,false,2024-07-09,2024-09-02,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=46&mod=gallery&where=671,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",2568,25,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=46&mod=gallery&where=675,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",1172,25,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=52&mod=gallery&where=842,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",3202,21,false,false,false,true,false,false,false,false,2024-04-22,2024-08-06,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=52&mod=gallery&where=856,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",1850,22,false,false,false,true,false,false,false,false,2024-03-15,2024-07-17,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=52&mod=gallery&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,18,false,false,false,true,false,false,false,false,2024-03-03,2024-05-08,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&folders_id=53&mod=gallery&where=946,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",6594,26,false,false,false,true,false,false,false,false,2024-02-21,2024-05-23,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-180&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-04-20,2024-07-27,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-180&size=600&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-05-01,2024-07-24,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-180&size=600&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,18,false,false,false,true,false,false,false,false,2024-05-14,2024-05-14,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-180&size=600&where=946,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",6705,26,false,false,false,true,false,false,false,false,2024-03-05,2024-08-15,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-270&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-08-20,2024-08-31,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-90&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-04-17,2024-07-01,false,true
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-90&size=600&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-04-28,2024-08-07,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-90&size=600&where=856,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",1850,22,false,false,false,true,false,false,false,false,2024-03-29,2024-07-12,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-90&size=600&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,18,false,false,false,true,false,false,false,false,2024-03-18,2024-08-04,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=-90&size=600&where=946,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",6705,26,false,false,false,true,false,false,false,false,2024-06-29,2024-06-29,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=0&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-04-20,2024-08-09,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=0&size=600&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-06-28,2024-06-28,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=0&size=600&where=73,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",2663,23,false,false,false,true,false,false,false,false,2024-02-08,2024-08-12,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=0&size=600&where=946,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",6705,26,false,false,false,true,false,false,false,false,2024-04-14,2024-08-04,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=180&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-07-06,2024-07-06,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=180&size=600&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-07-14,2024-08-20,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=90&size=600&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-06-22,2024-08-30,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=90&size=600&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-04-28,2024-08-24,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=90&size=600&where=555,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",680,19,false,false,false,true,false,false,false,false,2024-06-08,2024-08-13,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&rotate=90&size=600&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,18,false,false,false,true,false,false,false,false,2024-07-14,2024-07-27,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=0&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-06-28,2024-08-28,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=0&where=555,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",680,19,false,false,false,true,false,false,false,false,2024-08-20,2024-08-20,true,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=0&where=73,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",2663,23,false,false,false,true,false,false,false,false,2024-05-14,2024-07-30,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=0&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,18,false,false,false,true,false,false,false,false,2024-04-20,2024-09-01,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=100&where=73,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",2663,24,false,false,false,true,false,false,false,false,2024-06-16,2024-08-23,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=100&where=946,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",6705,27,false,false,false,true,false,false,false,false,2024-02-08,2024-07-27,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=20&where=401,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",341,16,false,false,false,true,false,false,false,false,2024-03-27,2024-06-13,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=20&where=514,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en%22%3Enike,"http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en"">nike",620,20,false,false,false,true,false,false,false,false,2024-06-22,2024-08-31,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=20&where=856,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",1850,23,false,false,false,true,false,false,false,false,2024-06-11,2024-08-20,false,false
0,INTERNETTIS - die (in)offiziellen | Erster Internet-Fanclub des 1. FC Nürnberg (Offizieller Fanclub),http://internettis.de/clansphere/index.php?action=com_view&mod=gallery&start=20&where=868,"http://www.makemyyard.com/%22%3Emakemyyard%3C/a%3E,","http://www.makemyyard.com/"">makemyyard</a>,",663,19,false,false,false,true,false,false,false,false,2024-02-20,2024-08-14,false,false
